Frequency,Prominence,Section
86,10.8446400197129,0
86,16.8405498080355,0
86,11.2220115020037,0
86,7.58130245384042,0
86,10.752084964931,0
86,8.80435588112783,0
86,10.5365797798424,0
87,8.00282594124266,0
88,6.76163215000082,0
88,8.733259641905,0
87,11.8646194550861,0
86,3.02171919779732,0
65,7.98698348115347,0
65,6.54340190194129,0
86,5.28753400002279,0
65,9.45499698997951,0
87,11.464656775681,0
64,9.7853691603775,0
65,10.3441156878166,0
65,6.69085207649274,0
87,7.86069543114611,0
87,6.76909955416312,0
65,3.92425368786092,0
3,3.66652100695634,0
65,4.67885550899647,0
87,13.2175235873046,0
87,11.1660363551064,0
87,10.9888473586364,0
87,10.6644876648175,0
65,7.32889827939509,0
2,6.27820709080211,0
65,12.1124207468068,0
87,7.69500891772603,0
88,1.30765759082815,0
88,5.34667591590354,0
88,6.40865833402956,0
88,7.68159166308661,0
65,7.29859722753503,0
65,11.5300155695789,0
65,5.27180739497823,0
89,3.89757360034133,0
89,6.93352135988217,0
89,5.58795303091592,0
65,6.15616844875186,0
89,6.64390564778327,0
89,13.0502447469958,0
89,6.19007969294167,0
66,5.96073270465616,0
89,2.38028598567596,0
90,9.69801769418676,0
90,12.0266758090584,0
90,11.1938621273674,0
65,7.75734422614719,0
90,10.5223632432165,0
90,7.95728911891785,0
90,10.2023770779561,0
90,9.48328436905794,0
90,9.86882588142707,0
90,6.90194246811824,0
90,8.27028766985063,0
91,8.46778836850428,0
91,7.46510885131253,0
91,10.0892073680605,0
74,5.43966191114769,0
90,9.6857299382848,0
90,11.4011525061861,0
90,9.33831091052185,0
91,12.7597815028885,0
90,7.35641499523401,0
90,5.49352198728288,0
90,10.0723179823721,0
91,10.8741029426477,0
90,10.326392240439,0
90,9.27727325126947,0
90,12.058266169482,0
90,7.34273791327478,0
90,15.2897346956855,0
90,11.4053281787569,0
91,10.7209199942677,0
66,8.42176411196587,0
90,7.33634046152823,0
91,5.68878537809956,0
91,11.9598727891809,0
91,11.3841358647021,0
91,5.79451420509678,0
66,12.6708399324394,0
91,9.34524459211106,0
91,8.17566932680674,0
91,10.988300079366,0
91,7.43863334398341,0
91,9.35035571948453,0
91,10.6597392780639,0
66,11.6946025187438,0
91,7.76766112858526,0
91,10.5849066711511,0
91,10.8033435081035,0
91,9.50698231433822,0
91,8.98416901822263,0
66,8.23510282011642,0
91,11.8395070765109,0
91,12.3878587333086,0
92,9.03432092010028,0
91,8.49767309378419,0
91,8.93195972726316,0
91,12.2018213885661,0
91,12.0176545593427,0
91,9.82474520972665,0
90,5.89492539510458,0
91,12.3607282798321,0
91,9.36029709507415,0
91,10.2398807848474,0
66,12.9922303122675,0
91,9.04017459436191,0
91,7.85885844980538,0
91,12.7582625125812,0
91,9.49213263757685,0
91,11.858718751229,0
91,11.9850693500603,0
91,10.5499304047021,0
92,8.93595969408357,0
92,9.32004708995132,0
91,4.51703675474466,0
92,12.0565817180558,0
92,11.2325770298117,0
93,11.5766648420668,0
66,12.113392252061,0
95,6.16852058574893,0
95,7.45524674783889,0
95,11.6411684392258,0
95,11.1675952089199,0
95,8.10284857303122,0
96,8.19110401776537,0
66,7.03945363445312,0
95,11.6852753105706,0
96,12.6995283664269,0
96,6.26130764735598,0
96,11.6628156525994,0
67,14.2222855712326,0
97,9.74241868987082,0
96,8.94677736278817,0
97,12.8977036440566,0
97,10.7202638428464,0
97,9.33057110257979,0
96,7.56562480266578,0
61,6.1884228409826,0
67,8.36123186726926,0
66,9.28083492942566,0
97,9.41083925738217,0
97,11.7019634596887,0
97,9.34497613018434,0
66,8.07430055525459,0
95,8.92699643064052,0
96,10.1122682454125,0
67,12.460431216828,0
96,10.8659441114152,0
96,10.2985266840047,0
96,10.0639495746593,0
66,6.56326564490019,0
96,12.4390478927212,0
96,10.0812904183895,0
97,9.36658384649208,0
96,11.987355444906,0
96,13.1196781931896,0
96,10.5492056451542,0
96,9.94350158119853,0
96,6.83433851782167,0
95,8.65568590511181,0
67,9.528840340627,0
96,12.4661678075234,0
95,8.4751000493528,0
67,9.16617251984534,0
94,7.95961037753325,0
94,8.88117545926694,0
66,4.79527157468133,0
94,12.4620630139739,0
66,5.19510752161655,0
67,7.37315634486396,0
67,8.91439251021444,0
95,11.394970950655,0
94,8.36919113041427,0
66,11.8304627565671,0
93,7.26832384770934,0
93,10.6122118924701,0
93,10.2586413847959,0
93,11.972134044676,0
93,5.22827445143951,0
92,12.3555557509121,0
92,10.0476589109457,0
93,10.9114430759964,0
93,7.01475724389798,0
94,8.32094530118725,0
94,6.10810155888111,0
93,8.79872284792594,0
92,7.85084822386975,0
93,9.65285598666016,0
93,10.7903595146693,0
66,16.4718025329571,0
92,11.3291052788249,0
91,9.19076984854861,0
91,11.8700671425456,0
61,307.792793304467,1
62,121.660794605031,1
61,94.750317505927,1
62,83.6839837609374,1
61,118.444114842798,1
61,288.967976166922,1
61,98.1557766769364,1
61,101.54805135717,1
61,204.970036251115,1
62,52.0163401024192,1
62,94.8727174141567,1
62,101.422779541655,1
61,273.605199169871,1
61,122.025293613969,1
62,44.8836562845306,1
62,97.122589292195,1
62,118.47947186853,1
62,154.120008674067,1
61,108.142626431088,1
61,172.58487539832,1
61,80.4395038553764,1
62,134.968802276165,1
61,118.690633123274,1
61,89.0741587117296,1
61,151.421490056598,1
62,105.85812712114,1
61,191.537134651633,1
62,88.9454526825233,1
62,176.176362909016,1
62,174.95285574874,1
62,94.3460670795815,1
62,130.910828459431,1
62,125.618606417379,1
61,135.536420618486,1
62,137.687387725601,1
62,126.037486410968,1
62,125.230289103259,1
62,98.9411306440499,1
62,102.566844178101,1
61,130.688875610484,1
62,198.339188273143,1
62,140.946939973875,1
62,83.4086233999735,1
62,109.013836103464,1
62,143.035766049093,1
62,118.33284455971,1
62,184.638259027084,1
62,191.140953638982,1
62,142.385756862893,1
62,86.46556664641,1
62,100.542766736054,1
62,108.804781348198,1
61,113.884133689249,1
62,94.4438906354704,1
62,99.6068625375663,1
62,93.9493908498279,1
62,130.661757177624,1
62,274.259704599096,1
62,118.641141333382,1
62,139.971800859168,1
62,146.850353051256,1
62,123.014723676711,1
62,128.168058074397,1
62,59.1992156756294,1
62,245.74303908677,1
62,151.699904091996,1
62,69.1942913865739,1
62,128.644875786782,1
62,147.783690329093,1
62,49.5627768171927,1
62,167.114028274653,1
62,151.125748361186,1
62,111.418977702609,1
62,171.59474225319,1
62,162.033337777361,1
62,114.292302098165,1
62,125.41487778079,1
62,148.557377300264,1
62,177.300119123853,1
62,178.686608490996,1
62,56.6122533920737,1
62,186.037834045673,1
62,69.7589343580385,1
62,105.094022977763,1
62,122.682905239629,1
62,166.449656744058,1
62,164.45001784574,1
62,152.838353113136,1
62,148.595194947701,1
62,109.15183311794,1
62,140.688922649926,1
62,58.4349478380323,1
62,206.973923198813,1
62,110.598738798079,1
62,125.011925967028,1
62,235.093116343746,1
62,129.73471907992,1
62,86.9314195042917,1
62,104.980891066816,1
62,178.470103351839,1
62,109.694528245412,1
62,166.942201887763,1
62,233.431777812611,1
62,150.774644517562,1
62,101.908946025012,1
62,143.268959702322,1
62,94.2496119301822,1
62,76.8755617281345,1
62,139.628007465081,1
62,242.271084563344,1
62,136.872472301428,1
62,152.577712256752,1
62,187.958524556219,1
62,59.6672526575175,1
62,135.83869855455,1
62,95.7638312195201,1
62,267.718236189272,1
62,107.08862570003,1
62,99.618848605402,1
62,111.510506753783,1
62,133.277858552754,1
62,157.682946048837,1
62,155.464132417127,1
62,198.990545691741,1
62,145.421350842093,1
62,93.0205053623376,1
62,119.114314558713,1
62,93.817395012785,1
62,129.155047810095,1
62,108.120797949692,1
62,260.116920901106,1
62,114.268020566507,1
62,154.126396420959,1
62,139.905582763453,1
62,164.107748209172,1
62,181.050525778046,1
62,130.383228819302,1
62,287.004991693436,1
62,130.244261232873,1
62,124.027646542444,1
62,104.002520569202,1
62,126.395813270676,1
62,128.594696412049,1
62,109.300030593027,1
62,287.398112308308,1
62,67.0768698996443,1
62,144.513359174039,1
62,139.014701777138,1
62,151.117497461741,1
62,109.188199449359,1
62,151.612270539177,1
62,187.365818526492,1
62,161.636849131052,1
62,107.310652357177,1
62,98.7789568959623,1
62,107.436117501488,1
62,155.944497556686,1
62,98.3504666181316,1
62,296.979699076034,1
62,93.8168335390666,1
62,125.572099735962,1
62,71.8369292480414,1
62,145.12723064608,1
62,163.725448118848,1
62,73.510424935303,1
62,294.748907301785,1
62,161.350977116043,1
62,248.354691077911,1
62,152.059331976005,1
62,188.456431015396,1
62,166.163484247835,1
62,141.906328393709,1
62,239.849942753147,1
62,128.323282989474,1
62,96.8603338604588,1
62,90.313296136151,1
62,143.773654170507,1
62,135.268059141246,1
62,154.98090008934,1
62,220.7163133644,1
62,103.091050835402,1
62,140.846735646088,1
62,100.030240888108,1
62,142.03868120287,1
62,134.139255743005,1
62,143.133121820654,1
62,289.47725016458,1
62,112.013093575405,1
62,155.868755247206,1
62,103.309979354423,1
62,114.522249979539,1
62,110.73949887193,1
62,83.9345724919584,1
62,196.888864128593,1
62,83.8335487715702,1
62,163.062858838487,1
62,151.540302392388,1
62,101.689210493091,1
62,147.919028876597,1
62,118.015950580948,1
65,111.886656494114,1
65,96.9757460153964,1
65,58.1633719088302,1
65,68.9208718002112,1
65,79.001826104687,1
65,34.1682892130781,1
65,156.392400779046,1
65,112.590026578164,1
65,89.856459007097,1
65,98.3611903391751,1
65,77.6579271057055,1
66,30.0995701383508,1
65,57.0437119292116,1
65,101.526504176611,1
65,116.112665367395,1
65,105.165590938585,1
65,93.3173060454265,1
64,90.2592652187453,1
65,101.095860468633,1
65,50.7011299391574,1
65,134.224209449385,1
65,106.83780155235,1
65,42.9990388326886,1
65,95.4356343458725,1
65,61.598898893632,1
65,105.328348540557,1
65,46.205989563058,1
65,83.4733345813537,1
65,30.9310689369191,1
65,90.3412762746062,1
65,133.777945237079,1
65,106.350313143601,1
65,78.9147196885315,1
65,111.822267701689,1
65,196.760091993928,1
65,100.767867515043,1
65,103.770295645661,1
65,119.083006518321,1
65,89.2845263540339,1
65,85.3352212518332,1
65,59.5104446835724,1
65,133.281769451196,1
65,124.990707519977,1
65,48.5395164842815,1
65,54.9068987277418,1
65,71.0917679635402,1
65,226.958924717386,1
65,104.308146920147,1
65,115.978550773681,1
65,57.1339255614486,1
65,55.9062203744179,1
65,61.3954622581972,1
66,50.3084552835786,1
65,141.906113415498,1
65,51.0248769694077,1
65,46.9009751874924,1
66,48.2080353933283,1
65,112.735769312472,1
66,134.134232769119,1
66,41.4049305963602,1
66,190.126240691159,1
66,94.1627849183893,1
66,119.988231582094,1
66,94.8179222057952,1
66,90.2988337174757,1
66,104.331056163332,1
66,90.7384020076944,1
66,143.918550082708,1
66,70.0695571536691,1
66,189.485787915521,1
66,96.5328119174875,1
66,82.4683606995569,1
66,92.6010084269383,1
66,97.7695809513723,1
66,82.5376567362204,1
66,91.1707463471764,1
66,140.977041665334,1
66,106.563026443871,1
66,91.2798152976937,1
66,89.0002210186969,1
66,91.2959741482221,1
66,215.112282832808,1
66,95.2900645659806,1
66,103.839874782068,1
66,133.213898450851,1
66,86.0119762915515,1
66,80.0378553002994,1
66,121.765927473835,1
66,137.360658258371,1
66,120.808129197244,1
66,103.716342079068,1
66,78.3156575270845,1
66,162.814792305728,1
66,298.818346212351,1
66,67.4791456387311,1
66,199.111745083926,1
66,57.9699275388997,1
66,102.423823879613,1
66,97.0395153735036,1
66,93.7332546266111,1
66,131.466136809399,1
66,81.4759092370985,1
66,180.397003876323,1
66,126.296374225191,1
66,90.2372710318438,1
66,100.458829503181,1
66,85.1669442956581,1
66,186.54001157559,1
66,83.5751865823829,1
66,118.390390121895,1
66,107.680618651643,1
66,82.34990698411,1
66,65.1472351629768,1
66,105.845533113452,1
66,143.310577811796,1
66,126.060283774949,1
66,87.4485816944948,1
66,88.496467842203,1
66,77.2627876848499,1
66,93.3523742287698,1
66,96.4107152559553,1
66,156.060202867307,1
66,57.2198750747935,1
66,98.2204152746315,1
66,86.2339669214442,1
66,153.101509564415,1
66,115.359793794397,1
66,143.648277628066,1
66,222.809007320492,1
66,117.070998385188,1
66,122.713881006578,1
66,69.26112896723,1
66,98.4759806573717,1
66,191.83541547698,1
66,123.723309541564,1
66,122.382893373398,1
66,91.6057278471093,1
66,110.439371392392,1
66,103.031913279913,1
66,106.626815279015,1
66,203.646779556984,1
66,106.919267242784,1
66,214.4762564431,1
66,114.470614662874,1
67,112.69087633686,1
66,112.607060583001,1
66,122.223198149228,1
67,87.5550969753533,1
66,99.3763932733002,1
66,261.394972286547,1
66,109.785339583315,1
67,57.9519533636469,1
66,101.325581008666,1
66,75.9817176470615,1
67,71.9137274085293,1
67,107.11719477584,1
67,211.323710176042,1
67,112.139289751457,1
67,122.765619955231,1
67,100.718107160738,1
67,120.798077689576,1
67,140.49137690308,1
66,110.793082202339,1
67,101.34442155677,1
66,113.298655002067,1
67,109.297245966344,1
67,196.171783515034,1
66,121.975044950782,1
67,129.63977495479,1
66,109.535691759853,1
67,98.477274409392,1
66,124.423100323655,1
66,110.926322378002,1
66,124.1313050885,1
66,126.920991570999,1
66,106.973164219609,1
66,103.928415729467,1
66,113.352828647895,1
66,115.543123009877,1
66,86.3130040197195,1
66,214.076163776005,1
66,117.333297727267,1
66,129.154282382424,1
66,76.5534449780356,1
66,158.363434416156,1
66,118.271184139009,1
66,67.1277266716165,1
66,133.571244245717,1
66,79.6522193760623,1
66,103.395258492858,1
66,89.2460478435165,1
66,131.067916580951,1
66,144.869185364697,1
66,101.445112018966,1
66,109.198785510962,1
66,74.2114114927603,1
66,202.31519880903,1
66,74.481291683744,1
66,64.2928578182681,1
66,189.639324133493,1
